id	cate1_id	cate2_id	cate3_id
be6254d2e1be37bcc339cadb84b70e64	5	1945	151
96d228ade36e6bf437bd8bc8cf7aea82	1648	1654	835
ede1301792583f70a0d8ef7b92323184	591	593	617
aa26ab3aefe32fa5a35c70746420f544	571	2156	572
166d8c149750858ec6cde1508a3636ce	3	2343	106
65c16c7feea900f3c37477434094ddbb	449	471	471
d299eb43af42ee787045c0016b227044	1472	1476	1479
86af5b61a79faf243043a8806f992755	6	184	184
36c4adebc095596b942a604394a700b6	3	361	384
68a2560177576f21638d92208e8b8fed	1648	530	530
27b698cbfcd02f288033eee27ebd14de	591	593	617
5097dcc4a9d08ca43f909c4b56762b32	3	361	370
ba1a22627015818296c397ef26d3a4ed	591	607	737
63d7e470b10a4bcf592270ebb4b9e0e3	1472	1476	1477
31856a0feab55ee48004f66ee9a8631b	591	603	704
b2436f7cc226728b206a66314093ff16	562	1622	1622
50ae022fb604f0901bd37102e4076021	1648	530	530
ac463e8d68e3a002c64f6ae97326ab42	591	593	619
80114ba232ec1ee6a558cbac8e1fdb71	1648	530	530
d48bd37452efbdeac683ea6bada3a2cb	3	361	370
438478f16ec8f7f60146ed09301ffb89	1230	1231	301
e502310bcd775707048b8199cf986ee6	3	361	384
0056558f3626cb11e518c133689421b4	1472	498	498
725e10e25e18d16a38065918e8252663	3	361	427
1ec6fcb9448158d3502aaf0341edb3b0	1472	499	499
618fdad04374fdc36bfe77edd3b48cc6	1472	499	499
e76b21b66533becdfe502c8490594adb	3	361	2179
76c3f3cdbc8999ab9a8c74c5ef13188f	3	24	97
ef6521d6f8749385306e06a22da1952d	3	760	385
c69497ae8ff15674f1dcd6c5d840ba70	3	600	1377
14719df350cc56cc01df4ba25705b594	591	604	707
88005eeb24dd939d520e16ee34da8b3f	5	1945	214
f3f19b9f60ec6ed773e776442ef58275	591	602	682
6ce1bed140272ddc1809e4a19b1a4d22	5	38	174
01e6561520de8fff873053bf9b6f46a0	5	1763	166
c1e8eae76ee8cef664ea06d5aa089ccf	1472	1476	1479
c4d99122f1802f8c4ffaccfcd6385558	1472	1476	506
f4f2413e358dd2cdc3c9479d411f02a8	393	959	1016
5ce0c9bdd2e58baafeac3c3a90d798f5	1648	526	526
353ce5168eca2b8ca1aeb53ec71aed6d	1472	1476	1479
436a111fe685b085083a488a5913f55e	7	197	197
bb2de3cab890c65fa7ff9dd797e75554	2	20	272
49c929962567da9fb87c97dd4328f045	1552	1603	1606
2cab401120e2c1c64c531c857e4bedb5	5	1945	214
6e8ae16b3a6545ff056db28dafc32930	449	453	487
931273e9e975868b57dbfc61ffc90de1	1472	1476	506
951083c4a26d8da91a07bee48039268d	449	452	1584
fb7f1ea47bf7b50e915d7391acd00d42	5	37	167
beaa63f2a186203d56d067c91389ec6d	1454	460	507
63ea7ba107571128c851f6631429796b	3	22	1374
25c3d1bac468a536d2b41e1cf0f626e1	5	1945	415
fe8239e9ee6f1989a5581ccaa581d69d	5	37	215
fe0dc22d3e66af26cc96d0ae7506b05f	562	569	569
ef7fa7cd9b5e957a30461e3fdbf9f9bf	1472	1476	1480
a85c1cceb03751be5964e4d0b662d99f	591	593	616
d637e50914f0bc104aae733378bde7ff	1472	499	499
714378182b3e1449bed6db5337408e56	1454	463	519
cb80c1a27d238d99dcd0084ecfc2051a	591	593	664
453cc2a6f29fb59867bb0b3a6df7ab21	3	2341	101
ec36273fba19a6dc28b761d2de176012	5	38	173
852e9a918168482fb9fba21a967ae1bf	2319	154	154
03de6fb949950cf5aaa6860be5518523	571	576	576
2fe55aa70b9779cae402d3204620f3d2	3	2343	106
5abca8bb281d40c1efda1e347f28bea1	571	2172	2173
fe729cf5c9d5fbc94f87a4da2a98fcd7	571	2156	572
e0ab0c2a07700acf96915df870b70f60	393	960	1070
3aa596e097f8c2b5a343995697eba843	5	38	173
4b575f393a4f9754bcc44ec703fafbb1	562	566	566
5bbea9f972bebdde41ddbf3fe268c4f5	591	593	617
6ef7e67741424cd896bf609afabb1c29	328	2009	2052
f1aa377c4fca16bf5b9a7a9f267854b7	3	760	385
0deca5b47a375ee779396401f983ec86	571	576	576
7dfa0d5a0a3f35752cdf5d0c5706da7a	571	2156	573
082d4156fb84ededf4e14a43f82dd8d7	591	607	736
ab72a548845707c649e4573f918ab976	1230	1231	71
d14b8ddd79a4d488ac60e2912660cedc	591	607	736
b9749b75744579349cff6d39ff2995df	1454	461	513
5347c6dc613e3629239e6f9238050ae8	1472	1476	1479
ee6e687654bcd47278e1ca71781526a4	3	361	384
f09f9e6084208c7efe45a66a7683944a	1472	498	498
866654b789fb0c67c4505092cb7388e1	6	2435	1567
444f93d35eb2c344577239d125ba8eab	328	2009	2052
442555172ca6c6e2722342d9839c2cc4	1472	1476	1477
05b947b1684b793438ab9ec166cad805	5	1945	214
824bf89672701e74466af64661c5b13a	6	2435	180
05daf928347a9cda650dc9d5a8620a19	3	22	1374
c1608b681ba91bd2a53237524eb0cdee	449	452	485
3c65a6ae26f5ab335fe202fe01294e2b	1472	499	499
fd779b974644c08e7f4701f23c619f04	5	34	149
f442e71d9666d39e0d97c6c93d726340	6	179	179
f10b20df31ace119d03a8ba2a0eb3f14	449	478	478
ee1ebf908edf20566b45ff56c396fc13	1472	1476	506
7e4a79dbac6b6440debfbb141796be2a	5	34	149
993b17412be572712983a6c88560e4e1	3	361	424
96df0a3eb13c8eeb404b742ddf1ff78c	2319	157	157
a94af7652859b24273739c60fd61ec13	1454	460	511
6519d3857955849cea203a608e14f3d5	5	37	215
c4d8c1d643e6caee559c7921b77e209b	1472	498	498
a3195d6889d7ed48116694ac5230ebab	5	37	215
0d06b02c491e4548cda3875277cbe5dc	2	279	279
ff05ff8a57e75001a4bae807a3da6842	393	960	1068
7ae8890876f5270697738340ef1fddff	449	1622	482
24e0cc35616dd215808325dae7423ba8	1472	2299	2299
ec936e3c89429f97e341636f9c9180e7	1648	526	526
dde81c878cd9a22ca52895198f93d579	1230	4	126
6e03c37cbdea0f08864f895604794303	3	361	425
e966d137e3f43d7d796db80519d4d40c	1472	498	498
52a6cc8b54017faf90e003fcd8885787	2	212	212
f1d3b279aa3851bb65ec03786c09b6bd	1454	1920	235
b50fc69cc7729f8aee61dc18335e87f0	571	2193	579
54f4a487b3b120ec7d1863e037567234	1454	460	508
5cd4208bb33e0fd6ee60ba702648997c	393	524	552
98de4ca3d0180e0a1c8daf8d882cede1	449	452	485
4a89bd627f794f5e33eb8d43fc7cbb0b	5	34	149
cdef9d614127270bdc7ca60d2130d377	5	34	149
39a924c8dcccd30bd99ccfd9999ee5d9	3	760	385
97acd49e3182d2d9e44330ccfbc77ffc	449	453	487
94d225271d78524474babf7ee2f253ac	1230	1	61
56605fcb379db6a9c2ff8e04ce3db818	591	593	664
48a985ff840e865fc563f094dc2ff8f2	3	2343	106
198f8b054f2685a217fd76c941749f25	1230	1	47
848064773ae3afe01cded61b7a3a0863	5	37	167
91bd6a10705506c2a26b8579d60dc29e	1472	504	504
0d4bfaa6e3930cbbe933c3d21fec1621	3	2341	101
82d84bdc3fd5a43035c0669c42198e36	3	23	1367
819b7853ed9fc20385d2b9ed5987b98c	1242	1312	1313
52a35007365b23bcc7cc78c480261276	1648	530	530
8e1392e8f251610eae6496439ab60592	571	2156	573
eead2b29a9acda7f9e5651b10808f9eb	3	361	422
4d548e32525948d36171d11647c72e19	591	604	707
36e32351440c88480adeb97f93cba71e	3	760	385
e696e43dc82508127dcbb3eabe37ba74	1472	498	498
bcd62f0dd031b6503c0afa54eca1b2ed	591	593	617
934437330fe78c87e114dbb1f21ff0ad	1472	498	498
699a425a1271481e0e79a00aab37da73	449	473	473
b92155649e3902c55e039244fd11f892	393	609	749
f5365910495209c0e505ddb8e1ac315f	2	19	78
1ae33f6b72a475c82fc9284c4f8e095a	3	760	385
f394eb3a656c759290ffa40bce3ccb44	5	38	173
eed1edd302b64423f6924ec4224581e8	1472	498	498
d72854f0c16335d74549992ffcc756ed	1242	1769	1772
177b7f4e971ee43ee6b4416b9e83065e	1230	1920	234
a23b74bdb95d6756202500615b255122	5	1766	159
9e55088876b314acffa1bf1b9653aed7	5	38	173
7dcde6aa6cf719c19cb47eb816fcc0c6	2	20	272
fef73e3e6f9da89081aa8976074586ec	1472	1476	506
b0da44211a28a13d45ddac95894a4012	1230	1	68
be8799b9bb8ada2497eccf3fcdddb230	3	361	425
ba64f1e74527a14fa99b12694e9c1320	1648	526	526
2bf664b4bc97fd8a3f9d69770029a4b9	1230	1	73
8913e104ed8af121df1b930936427dce	1472	1476	506
c90b60d279a5db03495a7ba47d5c9abe	393	524	1076
94c15a946d4732226b33e180a2d19ad2	1648	538	538
4f913ab80d771ece20e48224043d9228	591	593	617
72b9012c1b86dc06e034a95830fa2414	591	593	664
1e34e4a0f26710e77619199e7ba0a7f2	449	361	427
00bcd564a3d58c8ba9a01a2b911ea943	1454	460	507
694c7935df64f47022ea524996bf3f5c	1230	1920	235
305989bc98d1e436d8db3a72e54be69a	1648	1654	835
c4658c708a743f497e8474b855ceec36	3	361	2180
963f9ea58748c9723825981f6bf660b0	5	38	292
a0d6fafdc77407c341d0b0c41484d3c8	1230	1	53
044d5b7ecc08151a3121b25b339a70ff	1230	1	59
2b0e2c6c8ac9c89a3b27acf9823af059	5	37	165
bc03ec87b689dca4373a4d9221c1f4a1	1472	499	499
6118b95b88aed4cd6f91482333b070ed	591	602	680
751a04ccfe25eb13ff54fcc6a9e9abb6	3	22	94
7a1fd501b45f517e975995e1ef9b956c	2	16	16
596b8135e162bd97c07d74567fce23c4	328	2009	2015
76985665000e53405cd0d5b83ee7cbbf	3	361	384
c390c116f4128e7c8562257ec702f9de	393	524	550
200e45d870d8d7dd8fc3109b1e4aaf8e	591	593	617
3a7b76f67458741349120b0854077259	571	576	576
ba2b4638f8d737cab2e52343ba4abe25	591	594	643
388fb50d1d5d6e7a528f818776af2e91	1472	499	499
7b13c69583ae88779c4dd1d8d7936eb9	7	196	196
ee9e5a778f3702861022674f6d4f37bc	1230	1	68
c80d1dd530ae017d6724903ad51bd936	2319	154	154
dacfdb1968634e464c21f665e8bbe4ad	1230	1	73
9a715da605224e4e00dcea49bd47f9e1	571	2166	2166
c424a0e603345529ae9a2e1a1accabff	3	361	2179
88e0cc10c52fc103971fd462e6c17ce4	449	453	487
d8edca7631bdc1ba7c2e3535c2f64b7f	5	34	269
0a0b1a9e77010b16cbe84069ac01306d	1230	4	131
abb4b1c0c6cda71595f6aedfb3f81bbe	5	37	215
959c3457d027c97058c6a782359671f8	591	605	713
4b7f89139a8419fbe23efbf9ae8b2fbb	5	1945	151
4688f765ee4bb552bd02987854e962dc	1454	461	1686
bf96669b608b1dab447fe76ee9e6e83d	591	593	617
64e473fcb8859f2d8e5d7b2d12252b26	2	279	279
bfe30dfc276917749a31ef21a8172549	571	2156	573
6afd74cd5494f87d701e952fe58f0c4c	3	26	1387
8a1c5a786b1651350e6f4b7954a36178	1472	498	498
186e5c9f030cec49c3723801632a2730	571	2156	572
0d8282d9ed7a0a79e5d95f489e71fc2a	3	23	429
262a8a9f092faac3c530ee29d6810871	3	361	427
dfc4edda34bdc5a71f0fda644e8f97dc	1472	499	499
a0c2bafd2dc9815e1380e85c28aaeff7	3	760	385
e1fcdc8ff4d2828bfc92c2e4c5636154	571	2166	2166
46a04b4a14e83e2640a1d6f7d860b2bb	3	361	425
4e54b9c02ee54fd748b89aed51d1d144	591	605	712
c88061c484249fed3f526b84c2d22ca9	591	604	707
dff82a06a163a9da054fb02f8639ef84	449	475	475
f2850c99316fca34b5893227baf293de	449	474	474
8ad895132e5b754d4fc03b9386892e08	5	4	130
c134d2ad63f322eb5ccd90e49c10c04a	6	186	186
b8691221cf0f0096ded629d9d6c9fc6e	3	760	385
995af7360dc98fd0ba59d725f0482d7b	1455	1456	565
a9fa4154e544888c903a9807b0bfde0f	1230	1	56
f6b3faaae0848ffe6387a5c8a08c7593	591	593	617
2c10aebba5db9c9d9f7837457843fffa	5	34	149
8838abff5866b6c01328f69e9f5ed260	449	467	467
3bb5922585c4818fe0a941c3f5ac9577	571	2156	2158
90533679a9c8d328990948c32f7e32b4	591	2383	635
7050d59d4ac17320bad5b5f69c4701e1	1472	498	498
c6459caabf34a7f6b9e0a08bf6479909	393	524	581
3e25e6e5959ff17055415bb26abe29c9	591	602	682
d13ce9b06a20d98aa5cb9e2f5f24e900	5	36	161
9ca16771509afa84b2d5258586f5d77b	5	1945	152
eba7e8faaa1e72d0f2a7882785e98c6d	1472	1476	506
a3f6e61f8d7f9c8e41125da486646af7	3	2341	101
f60cef708e0a150944297beedb4a474a	1230	1920	235
225fcd3ae51af7abc9036b16014394a2	449	468	468
80f9e589e6a013fefc0b65dc8ed8b4a7	1472	1476	1479
a23d6a5a2376263f9ff684304378fa7c	1472	1473	505
971c3347d17f5ca616a93bf61e5960f7	1472	498	498
e476af69a9cebec415ef5137cd04eb36	562	1559	1559
26d29cf788e7fa99d02eda048702b92b	1230	1	75
9c8c761f7b63424930a9ad6621e4b83b	5	34	149
8cdef3e0d4a39c0879e3f584a1b301ed	571	2156	573
df7d2ff710518f5e88a0f4c391586e45	1472	499	499
d15c4c6799c0c19dc2dc71ce2a1b1e5e	3	361	423
99ba396ebf1cda6d088aabab127c297e	571	2166	2166
cda9c933c911dc3c1b8d980a1c51c745	591	593	613
813c825f694bb871cf79ce3ee0a232c9	1230	1920	125
ff6607d0a2346e4551167034179fd697	5	1945	214
930c3e8ef69ca044c54f4c7a971f139e	1230	1	53
5b972994a4c9ca5b9b14be3da327901a	449	470	470
64c32bab8a7e19796d7c84eb90657174	7	268	268
422899e545d0c90526cf1b27ca089431	328	2009	2052
29e1b9e0773dc224a7dcc126303f9d7a	571	2156	572
21535e27985c7f76fecb7b28f5c51c13	1472	499	499
8c381702757a1f2e75db256fff1f141c	5	34	269
1cf87734da9028e96a4aa383f85f3c33	1230	1231	69
d7d1707b1bfbd8f0b94346bae9014084	1472	500	500
2de3a6f542100e66f1747b34a5306007	3	22	1374
b660ef177bcf251ab6268c5aaddab3a5	3	22	95
62f0a2b91d573fa335018a76fa7b3129	591	2383	635
ab2c361b4e06f43b21caf129b0773a4c	1472	1476	506
2ff17531ee274dab0d5bae939048f80a	591	606	723
b6c3d8281eae85529bfc2c16fe49406d	3	361	425
077f493884d22dda77c6e7e8f0a1ce48	591	593	619
b576ea3ec4cf399963b7278bcbe8a3cc	3	361	384
357799b8855f470dbf7579d9fe42b48e	3	361	2179
a67e4cbbdc4f919ae2ff2680e2b78ebb	3	600	1422
e2b1102a4f3528ce2647bd7eb4c8eb38	571	2172	2173
f9d3fc9c8a08b57bfdd5c0b01dca9102	571	2156	572
dd2a93dd4cfb62d6cc5c4c42252217b6	2319	157	157
4744c4dcdd5d5bc01b39940a6a8c68fc	1230	1	72
d47545fa63d2b46f3a23b3078cb2b1c6	3	361	2180
6e200da75b220e5209fdbbc3f9f37789	5	37	258
439871e16adac6872cf2ccd815632b2a	1472	498	498
a1060a3766bb3b2786068914e78ebfbe	571	2166	2166
69e5f571f6462a2e9338c08c5369f1a6	449	478	478
dda560e11b8de7652984570bf82a7d20	1472	1476	1479
1c2e2705342835c1738cb83ef9e2a853	1472	1476	1480
58f67f090e0555ea872d99e9d8dc7498	591	593	664
16882e85d37af08d4f81ba80b71291f6	449	481	481
cef76b4a0254aeefc561d22b77b281de	1648	538	538
6cecc3d03bdc7f203ed92d1f1df4f9ba	1454	460	2327
9874f9402403337285682ee19ed9cdb3	6	2435	180
1b0acc790f4ddfa591b6d1294b5b45c9	1472	1476	1479
463527e1c46df9bb8c68ed186cd48c7c	5	38	1982
475eb9d8259a09a8058b372b90429c4b	1648	530	530
7526a2015dd8b61fb15265e0d027c702	3	600	1377
a263157545a64b078774482a58c9b274	393	960	1089
63429dd53f0ebbb3203d65a311ae3020	1472	2299	2299
5e51d66d2b9a5aff5a674a180c5afd37	2	20	80
5c976f8b50a2bfa7da14899383f10165	2	19	78
5ed0be20beb4274316a25f7ac6f36c59	2	212	77
1edcee2effb3074cd7c84d0e822175bd	449	478	478
18dc2aa306574480d292c7b0210f7545	5	37	215
dbc89fbfb470e2f79b6af09b63a22506	449	2328	2328
0134ee0f9321aba072fd158aa28f4d32	591	606	723
849d9d32933ca1582fe700a4506aa78c	1472	499	499
397b799d68cee4021cf194ea37ac24b4	3	760	385
3649478d8aa595ee39cc8f976f48d6b6	591	593	613
7533fbc86735941a42132bf3f8ea3078	591	593	610
6157be8e551312eee5eacfdc4e553632	571	2156	573
714ffc9a4d32ad4f0dafd9f8d7962553	5	38	173
698c77ebd6ab301480b291f87213c73e	1648	530	530
df3168fa00891f8d376ff808542a6c2c	5	34	269
92d37e98726dac5f27305000ac4c86cb	3	361	422
1a11edd503b632cd4036609eb7068621	571	2156	572
4700840684eaa58682ecc2473516bea0	571	2156	2158
f9e15ce9d96e5c785322bd46357e0b7f	1648	1650	543
d3e32bf8a05d7502f285625555c60e49	1230	1	51
db7b2b9ff2ad7a8fc4a31d2cca09aa1d	562	1556	1556
7d57d8cff21e8711f47bb1ca1de2cddc	1230	1231	69
63590121d1684690954f3ed2ed5b9d1a	1472	1476	1477
63f032671df36fd8db30aa9e609a4e16	328	2009	2052
5c470e72b2d1a6ac42f728d62f57c06e	449	478	478
cbcaeb3e589b6a25bc51c099ff1bb6b9	591	606	723
2139fd2ff41e1d08d19ef7ea6dcf5f2b	5	1945	152
ddd51245da8e65590ff227b4dee709cd	591	593	613
76c48822e007a260f46b35f57b1accf8	591	593	616
677089905d270bd7aa08bb9959ad8ca1	3	1327	429
4f558171e63a172cf15392412c5d3aed	591	603	704
bbc918dbf28f9d5a23bfea7e361bbeac	1648	1650	543
0da2fe96b9844a43bdd7258d626745b3	449	465	465
53a353339f5b9c799e4c33f60e019b37	562	1556	1556
a17adb5dc6753e7e3836ab8775fd3638	1648	1650	543
6a341068e97b2bfff3383c272cd04ba4	1472	498	2299
9afee3ba85f50294a1925023955b058f	5	1945	214
80dd7cba51dcb98aae2813a50f600329	3	23	426
66045838b75aee1cb677a49845b3f7dc	1230	4	126
7d51bed4da8a4d9580edcc50f6b3e9a1	3	361	2180
d4f6aec7c83d0723c78991df95ee3034	1472	1476	1477
58110dc59adfbb0f686931508d72042c	5	2000	164
07056e4eb55669fcd10e09d48e7cbc35	7	197	197
de407d25a5dc3cf4ef77a72eb98a7485	1472	1476	1477
bf7119b998a483cbef7984cd504e1f0c	5	37	300
32191b4e2075d9321232d9dc2fbf6495	5	959	1015
c37d241ed0d08c7480ddeefe56ddb915	3	23	102
e8539bcb771d6ac6b8a71eef40fe4ad2	7	196	196
22dca7b0d1d0dbfc7f72f8dd9f6d745b	1648	530	530
3830872bdbfe5eae8826948b88eba9c7	1230	1	73
49808e65684a515dac37cbc3c47aaf16	3	23	1367
e354e1cf10bc48a32b60b1a7824861aa	591	593	617
c664e1f7541fd1255f16b759c8404da5	2	20	213
c84cc0cd5f0c4bb1a3a5410453423d05	1230	4	129
b0d75402a0d338ccfec035407bf4410c	3	23	92
fefdd6aa2214236eaad33534d7a5ab06	3	361	384
b594479b9f344b4b6e4cb34b6724debe	1472	1476	1479
